//<Creator>https://gliders.ioos.us/erddap/</Creator>
//<CreateTime>2023-02-17T23:08:49</CreateTime>
//<Encoding>UTF-8</Encoding>
//<Software>ERDDAP - Version 2.18</Software>
//<Source>https://gliders.ioos.us/erddap/tabledap/ud_476-20180501T1640.html</Source>
//<Version>ODV Spreadsheet V4.6</Version>
//<DataField>GeneralField</DataField>
//<DataType>Profiles</DataType>
//<MetaVariable>label="Cruise" value_type="INDEXED_TEXT" is_primary_variable="F" comment="A trajectory is one deployment of a glider." </MetaVariable>
//<MetaVariable>label="Station" value_type="INDEXED_TEXT" is_primary_variable="F" </MetaVariable>
//<MetaVariable>label="Type" value_type="TEXT:2" is_primary_variable="F" </MetaVariable>
//<MetaVariable>label="yyyy-mm-ddThh:mm:ss.sss" value_type="DOUBLE" is_primary_variable="F" comment="Time" </MetaVariable>
//<MetaVariable>label="Longitude [degrees_east]" value_type="DOUBLE" is_primary_variable="F" comment="Value is interpolated to provide an estimate of the longitude at the mid-point of the profile." </MetaVariable>
//<MetaVariable>label="Latitude [degrees_north]" value_type="DOUBLE" is_primary_variable="F" comment="Value is interpolated to provide an estimate of the latitude at the mid-point of the profile." </MetaVariable>
//<MetaVariable>label="wmo_id" value_type="INDEXED_TEXT" is_primary_variable="F" comment="WMO ID" </MetaVariable>
//<MetaVariable>label="profile_id" value_type="INTEGER" is_primary_variable="F" comment="Sequential profile number within the trajectory.  This value is unique in each file that is part of a single trajectory/deployment." </MetaVariable>
//<DataVariable>label="time_ISO8601" value_type="DOUBLE" is_primary_variable="T" comment="Timestamp corresponding to the mid-point of the profile." </DataVariable>
Cruise	Station	Type	yyyy-mm-ddThh:mm:ss.sss	Longitude [degrees_east]	Latitude [degrees_north]	wmo_id	profile_id	time_ISO8601
ud_476-20180501T1640		*		-132.00665040242845	22.65066291923748	5801910	17	2018-05-02T01:22:50.026Z
ud_476-20180501T1640		*		-132.00316126332459	22.656231468459527	5801910	18	2018-05-02T01:57:27.891Z
ud_476-20180501T1640		*		-131.9996072706866	22.661903531161837	5801910	19	2018-05-02T02:32:11.507Z
ud_476-20180501T1640		*		-131.99616559797192	22.66739633472847	5801910	20	2018-05-02T03:07:06.512Z
ud_476-20180501T1640		*		-131.99857511575084	22.672980482057074	5801910	21	2018-05-02T04:06:15.575Z
ud_476-20180501T1640		*		-131.99440965998613	22.67896039131345	5801910	22	2018-05-02T04:42:13.262Z
ud_476-20180501T1640		*		-131.99030275917144	22.684859349850207	5801910	23	2018-05-02T05:17:52.261Z
ud_476-20180501T1640		*		-131.9860728413644	22.690935004190308	5801910	24	2018-05-02T05:54:37.616Z
ud_476-20180501T1640		*		-131.98911732620846	22.695312571013226	5801910	25	2018-05-02T07:51:33.902Z
ud_476-20180501T1640		*		-131.98137577210625	22.697652709474244	5801910	26	2018-05-02T08:28:02.090Z
ud_476-20180501T1640		*		-131.9740833043425	22.69985708815504	5801910	27	2018-05-02T09:03:48.111Z
ud_476-20180501T1640		*		-131.96670255617263	22.702088152376376	5801910	28	2018-05-02T09:39:20.998Z
ud_476-20180501T1640		*		-131.95944188278338	22.704282920203323	5801910	29	2018-05-02T10:14:41.099Z
ud_476-20180501T1640		*		-131.9520306978881	22.70652318488622	5801910	30	2018-05-02T10:49:54.732Z
ud_476-20180501T1640		*		-131.9446263021461	22.708761397333113	5801910	31	2018-05-02T11:25:32.548Z
ud_476-20180501T1640		*		-131.9370444738472	22.711053244373723	5801910	32	2018-05-02T12:01:52.699Z
ud_476-20180501T1640		*		-131.93640489573323	22.712832940881384	5801910	33	2018-05-02T13:20:03.906Z
ud_476-20180501T1640		*		-131.9343833133216	22.719203417351288	5801910	34	2018-05-02T13:55:55.443Z
ud_476-20180501T1640		*		-131.93240789945423	22.72542871322663	5801910	35	2018-05-02T14:31:03.114Z
ud_476-20180501T1640		*		-131.93042074962352	22.731690993678537	5801910	36	2018-05-02T15:05:59.205Z
ud_476-20180501T1640		*		-131.92846284905087	22.737861098364345	5801910	37	2018-05-02T15:41:13.200Z
ud_476-20180501T1640		*		-131.92650614283292	22.744027439174637	5801910	38	2018-05-02T16:16:08.115Z
ud_476-20180501T1640		*		-131.92455195626366	22.750185839593772	5801910	39	2018-05-02T16:50:56.924Z
ud_476-20180501T1640		*		-131.92256415455253	22.75645017437299	5801910	40	2018-05-02T17:26:22.511Z
ud_476-20180501T1640		*		-131.92099636187663	22.761703728829207	5801910	41	2018-05-02T18:21:13.156Z
ud_476-20180501T1640		*		-131.91639068955737	22.768350501789943	5801910	42	2018-05-02T18:56:07.888Z
ud_476-20180501T1640		*		-131.9118016946664	22.77497320636918	5801910	43	2018-05-02T19:30:48.519Z
ud_476-20180501T1640		*		-131.90730034881324	22.781469418394312	5801910	44	2018-05-02T20:04:59.268Z
ud_476-20180501T1640		*		-131.90276913832028	22.78800873020307	5801910	45	2018-05-02T20:39:24.907Z
ud_476-20180501T1640		*		-131.89820258238575	22.794599051530017	5801910	46	2018-05-02T21:14:05.751Z
ud_476-20180501T1640		*		-131.8935908390885	22.801254585950467	5801910	47	2018-05-02T21:49:01.781Z
ud_476-20180501T1640		*		-131.8887396183148	22.80825572733238	5801910	48	2018-05-02T22:24:43.536Z
ud_476-20180501T1640		*		-131.89272989750611	22.814755088465144	5801910	49	2018-05-02T23:45:07.136Z
ud_476-20180501T1640		*		-131.89144381153582	22.82434988317955	5801910	50	2018-05-03T00:20:33.699Z
ud_476-20180501T1640		*		-131.8939101264609	22.836293865226992	5801910	51	2018-05-03T01:25:09.285Z
ud_476-20180501T1640		*		-131.89163121150446	22.84727259717815	5801910	52	2018-05-03T02:05:53.822Z
ud_476-20180501T1640		*		-131.88926605907548	22.85866678039145	5801910	53	2018-05-03T02:47:08.034Z
ud_476-20180501T1640		*		-131.88687596876085	22.870181102515804	5801910	54	2018-05-03T03:28:52.521Z
ud_476-20180501T1640		*		-131.88825580981697	22.88416642778183	5801910	55	2018-05-03T04:31:41.203Z
ud_476-20180501T1640		*		-131.88788095373968	22.895136625856047	5801910	56	2018-05-03T05:12:41.682Z
ud_476-20180501T1640		*		-131.88751649297248	22.905802604216014	5801910	57	2018-05-03T05:52:26.399Z
ud_476-20180501T1640		*		-131.8871480493758	22.91658514044939	5801910	58	2018-05-03T06:32:57.194Z
ud_476-20180501T1640		*		-131.88678117472537	22.927321761327143	5801910	59	2018-05-03T07:13:12.888Z
ud_476-20180501T1640		*		-131.8863957032008	22.938602621460948	5801910	60	2018-05-03T07:55:29.332Z
ud_476-20180501T1640		*		-131.8860124930942	22.949817300983575	5801910	61	2018-05-03T08:37:30.015Z
ud_476-20180501T1640		*		-131.88562817314963	22.961064460019482	5801910	62	2018-05-03T09:19:29.818Z
ud_476-20180501T1640		*		-131.8867347020509	22.973127765935445	5801910	63	2018-05-03T10:23:00.830Z
ud_476-20180501T1640		*		-131.88432568342807	22.980836928740437	5801910	64	2018-05-03T11:02:14.048Z
ud_476-20180501T1640		*		-131.88203926945965	22.988153741219396	5801910	65	2018-05-03T11:39:55.680Z
ud_476-20180501T1640		*		-131.87975014799702	22.99547921802102	5801910	66	2018-05-03T12:17:21.652Z
ud_476-20180501T1640		*		-131.87744969042222	23.002840971807906	5801910	67	2018-05-03T12:55:02.812Z
ud_476-20180501T1640		*		-131.87517619461215	23.01011644455438	5801910	68	2018-05-03T13:32:29.288Z
ud_476-20180501T1640		*		-131.87292603829854	23.017317227974818	5801910	69	2018-05-03T14:09:25.578Z
ud_476-20180501T1640		*		-131.87064833789861	23.024606155938173	5801910	70	2018-05-03T14:46:36.954Z
ud_476-20180501T1640		*		-131.87111799284958	23.03458603260786	5801910	71	2018-05-03T15:47:37.381Z
ud_476-20180501T1640		*		-131.86851136423368	23.043430192536402	5801910	72	2018-05-03T16:25:05.650Z
ud_476-20180501T1640		*		-131.86594243612706	23.052146436531533	5801910	73	2018-05-03T17:01:47.703Z
ud_476-20180501T1640		*		-131.86341776668226	23.060712513110538	5801910	74	2018-05-03T17:37:59.303Z
ud_476-20180501T1640		*		-131.86086857982747	23.069361776029634	5801910	75	2018-05-03T18:14:25.527Z
ud_476-20180501T1640		*		-131.85834276592803	23.077931735685787	5801910	76	2018-05-03T18:50:35.712Z
ud_476-20180501T1640		*		-131.85583970461343	23.086424496964455	5801910	77	2018-05-03T19:26:30.237Z
ud_476-20180501T1640		*		-131.85326406375813	23.095163516978197	5801910	78	2018-05-03T20:03:09.774Z
ud_476-20180501T1640		*		-131.85252272127573	23.105381335547083	5801910	79	2018-05-03T21:05:42.993Z
ud_476-20180501T1640		*		-131.85110576607536	23.11334729266382	5801910	80	2018-05-03T21:43:25.378Z
ud_476-20180501T1640		*		-131.84975163012803	23.120962349928483	5801910	81	2018-05-03T22:20:08.137Z
ud_476-20180501T1640		*		-131.84841226791156	23.128494326312822	5801910	82	2018-05-03T22:56:20.653Z
ud_476-20180501T1640		*		-131.84706144520342	23.13609075139567	5801910	83	2018-05-03T23:32:48.390Z
ud_476-20180501T1640		*		-131.84570415040287	23.143723572643125	5801910	84	2018-05-04T00:09:31.215Z
ud_476-20180501T1640		*		-131.84434913897627	23.15134355321302	5801910	85	2018-05-04T00:46:13.613Z
ud_476-20180501T1640		*		-131.84297459260182	23.159073389625608	5801910	86	2018-05-04T01:23:10.404Z
ud_476-20180501T1640		*		-131.8426717648804	23.170962227393378	5801910	87	2018-05-04T02:23:34.436Z
ud_476-20180501T1640		*		-131.83993413591912	23.180703686082488	5801910	88	2018-05-04T03:00:16.226Z
ud_476-20180501T1640		*		-131.83719693096955	23.19044399198286	5801910	89	2018-05-04T03:36:57.617Z
ud_476-20180501T1640		*		-131.83457497949058	23.199774170004027	5801910	90	2018-05-04T04:13:23.310Z
ud_476-20180501T1640		*		-131.83193929315252	23.209153223331533	5801910	91	2018-05-04T04:49:18.582Z
ud_476-20180501T1640		*		-131.82931982831047	23.218474552689816	5801910	92	2018-05-04T05:24:58.771Z
ud_476-20180501T1640		*		-131.82669914242362	23.227800227118934	5801910	93	2018-05-04T06:00:39.016Z
ud_476-20180501T1640		*		-131.82404302659617	23.23725197850118	5801910	94	2018-05-04T06:36:49.053Z
ud_476-20180501T1640		*		-131.82876808685253	23.245220762592446	5801910	95	2018-05-04T07:37:43.619Z
ud_476-20180501T1640		*		-131.8368821913273	23.243886796151944	5801910	96	2018-05-04T08:13:56.079Z
ud_476-20180501T1640		*		-131.8447330644679	23.242595730707798	5801910	97	2018-05-04T08:49:07.296Z
ud_476-20180501T1640		*		-131.8525093831139	23.24131692564921	5801910	98	2018-05-04T09:24:02.768Z
ud_476-20180501T1640		*		-131.86040766424654	23.240018064025037	5801910	99	2018-05-04T09:59:27.857Z
ud_476-20180501T1640		*		-131.86832968280333	23.238715298813652	5801910	100	2018-05-04T10:34:52.402Z
ud_476-20180501T1640		*		-131.8761581647575	23.237427915569757	5801910	101	2018-05-04T11:10:00.797Z
ud_476-20180501T1640		*		-131.88407360755593	23.23612623173291	5801910	102	2018-05-04T11:45:24.064Z
ud_476-20180501T1640		*		-131.89295916502587	23.237750994723744	5801910	103	2018-05-04T12:42:13.589Z
ud_476-20180501T1640		*		-131.90035386072026	23.237954420527124	5801910	104	2018-05-04T13:18:09.374Z
ud_476-20180501T1640		*		-131.90771556235242	23.238156938673956	5801910	105	2018-05-04T13:53:04.846Z
ud_476-20180501T1640		*		-131.91464742856766	23.238347632180766	5801910	106	2018-05-04T14:27:30.338Z
ud_476-20180501T1640		*		-131.92079159670115	23.238516656355667	5801910	107	2018-05-04T14:57:22.558Z
ud_476-20180501T1640		*		-131.9263629492259	23.238669922549438	5801910	108	2018-05-04T15:24:12.338Z
ud_476-20180501T1640		*		-131.93042243562522	23.23967584291486	5801910	109	2018-05-04T16:14:38.063Z
ud_476-20180501T1640		*		-131.9321287614083	23.23332512524667	5801910	110	2018-05-04T16:49:32.839Z
ud_476-20180501T1640		*		-131.93380968079236	23.22706882730364	5801910	111	2018-05-04T17:23:56.425Z
ud_476-20180501T1640		*		-131.93548932308258	23.220817282640713	5801910	112	2018-05-04T17:58:19.967Z
ud_476-20180501T1640		*		-131.93544347042015	23.215374194300104	5801910	113	2018-05-04T18:48:54.172Z
ud_476-20180501T1640		*		-131.93637745038316	23.208639722130698	5801910	114	2018-05-04T19:25:36.643Z
ud_476-20180501T1640		*		-131.9372852274925	23.202094185908187	5801910	115	2018-05-04T20:01:33.915Z
ud_476-20180501T1640		*		-131.9382087878126	23.19543484468201	5801910	116	2018-05-04T20:38:01.390Z
ud_476-20180501T1640		*		-131.93910473885163	23.188974580461696	5801910	117	2018-05-04T21:13:28.025Z
ud_476-20180501T1640		*		-131.93999271067258	23.182571850474947	5801910	118	2018-05-04T21:48:23.555Z
ud_476-20180501T1640		*		-131.93656864147673	23.178151889924226	5801910	119	2018-05-04T22:45:00.196Z
ud_476-20180501T1640		*		-131.9290202240683	23.175827293702714	5801910	120	2018-05-04T23:23:14.077Z
ud_476-20180501T1640		*		-131.92182517864478	23.17361152124336	5801910	121	2018-05-04T23:59:56.148Z
ud_476-20180501T1640		*		-131.91446849282715	23.17134597031669	5801910	122	2018-05-05T00:37:07.476Z
ud_476-20180501T1640		*		-131.90805229428068	23.171705858961072	5801910	123	2018-05-05T01:31:50.168Z
ud_476-20180501T1640		*		-131.90126776507032	23.171519431300858	5801910	124	2018-05-05T02:08:48.841Z
ud_476-20180501T1640		*		-131.89459786733968	23.171336147568766	5801910	125	2018-05-05T02:45:16.674Z
ud_476-20180501T1640		*		-131.8879390812479	23.171153169176073	5801910	126	2018-05-05T03:21:59.032Z
ud_476-20180501T1640		*		-131.88130091863337	23.170970757500914	5801910	127	2018-05-05T03:58:24.924Z
ud_476-20180501T1640		*		-131.874754756115	23.170790873918634	5801910	128	2018-05-05T04:34:20.436Z
ud_476-20180501T1640		*		-131.8682584219716	23.17061235958231	5801910	129	2018-05-05T05:10:01.129Z
ud_476-20180501T1640		*		-131.8617164151026	23.170432590194114	5801910	130	2018-05-05T05:45:41.134Z
ud_476-20180501T1640		*		-131.8577889218924	23.17713395678076	5801910	131	2018-05-05T06:45:25.110Z
ud_476-20180501T1640		*		-131.85425415735494	23.185936145486497	5801910	132	2018-05-05T07:22:52.094Z
ud_476-20180501T1640		*		-131.85084230229572	23.19443226785893	5801910	133	2018-05-05T07:59:03.503Z
ud_476-20180501T1640		*		-131.84751871786915	23.202708580748165	5801910	134	2018-05-05T08:34:30.250Z
ud_476-20180501T1640		*		-131.84421379636532	23.21093841965999	5801910	135	2018-05-05T09:09:41.963Z
ud_476-20180501T1640		*		-131.84094033229252	23.219089924006333	5801910	136	2018-05-05T09:44:22.824Z
ud_476-20180501T1640		*		-131.83761856064496	23.22736172275538	5801910	137	2018-05-05T10:19:33.691Z
ud_476-20180501T1640		*		-131.83424346235418	23.23576631427517	5801910	138	2018-05-05T10:55:14.249Z
ud_476-20180501T1640		*		-131.83429113739646	23.24172649301653	5801910	139	2018-05-05T11:57:04.126Z
ud_476-20180501T1640		*		-131.83577641531744	23.23706164497093	5801910	140	2018-05-05T12:33:47.119Z
ud_476-20180501T1640		*		-131.8365994793557	23.234477766926695	5801910	141	2018-05-05T12:54:17.470Z
ud_476-20180501T1640		*		-131.83682242154737	23.233777875536195	5801910	142	2018-05-05T12:59:36.358Z
ud_476-20180501T1640		*		-131.83606648160952	23.239678712829996	5801910	143	2018-05-05T13:36:02.501Z
ud_476-20180501T1640		*		-131.83230279484084	23.24811065031715	5801910	144	2018-05-05T14:12:59.123Z
ud_476-20180501T1640		*		-131.82860625368156	23.256392158819082	5801910	145	2018-05-05T14:49:24.530Z
ud_476-20180501T1640		*		-131.82487425818996	23.2647530970745	5801910	146	2018-05-05T15:26:19.717Z
ud_476-20180501T1640		*		-131.82115295462597	23.273090081778655	5801910	147	2018-05-05T16:02:59.660Z
ud_476-20180501T1640		*		-131.8174141206779	23.281466340501254	5801910	148	2018-05-05T16:39:39.755Z
ud_476-20180501T1640		*		-131.81307461113707	23.290951291393423	5801910	149	2018-05-05T17:34:50.926Z
ud_476-20180501T1640		*		-131.80693230426124	23.29470207072042	5801910	150	2018-05-05T18:09:01.878Z
ud_476-20180501T1640		*		-131.80088041912694	23.30386528567741	5801910	151	2018-05-05T18:59:05.751Z
ud_476-20180501T1640		*		-131.79522872661752	23.31236916778472	5801910	152	2018-05-05T19:35:32.522Z
ud_476-20180501T1640		*		-131.78957098304366	23.320882154693752	5801910	153	2018-05-05T20:11:59.990Z
ud_476-20180501T1640		*		-131.7839508868605	23.3293384950368	5801910	154	2018-05-05T20:48:12.341Z
ud_476-20180501T1640		*		-131.77840696870152	23.337680213266992	5801910	155	2018-05-05T21:23:54.161Z
ud_476-20180501T1640		*		-131.77287515165398	23.34600372342507	5801910	156	2018-05-05T21:59:35.982Z
ud_476-20180501T1640		*		-131.76734657898308	23.354322351895682	5801910	157	2018-05-05T22:35:17.307Z
ud_476-20180501T1640		*		-131.76170221368088	23.362815209039095	5801910	158	2018-05-05T23:11:28.004Z
ud_476-20180501T1640		*		-131.7579532421522	23.377789373722212	5801910	159	2018-05-06T00:12:40.340Z
ud_476-20180501T1640		*		-131.75673306899355	23.388994129733632	5801910	160	2018-05-06T00:50:38.487Z
ud_476-20180501T1640		*		-131.75562699918638	23.39922997268462	5801910	161	2018-05-06T01:27:20.973Z
ud_476-20180501T1640		*		-131.75453801631966	23.4093076888718	5801910	162	2018-05-06T02:02:32.919Z
ud_476-20180501T1640		*		-131.7534459661679	23.419413790470976	5801910	163	2018-05-06T02:38:00.658Z
ud_476-20180501T1640		*		-131.75235876974548	23.429474974463663	5801910	164	2018-05-06T03:13:12.466Z
ud_476-20180501T1640		*		-131.75127215784272	23.43953074916566	5801910	165	2018-05-06T03:48:23.439Z
ud_476-20180501T1640		*		-131.7501568999975	23.44985162048883	5801910	166	2018-05-06T04:24:18.847Z
ud_476-20180501T1640		*		-131.75018569910517	23.464421490675043	5801910	167	2018-05-06T05:23:57.257Z
ud_476-20180501T1640		*		-131.74899635538299	23.47386532851629	5801910	168	2018-05-06T06:00:24.047Z
ud_476-20180501T1640		*		-131.74780656510137	23.483311429067534	5801910	169	2018-05-06T06:36:05.576Z
ud_476-20180501T1640		*		-131.74661526816797	23.492769491377235	5801910	170	2018-05-06T07:11:47.385Z
ud_476-20180501T1640		*		-131.745436365626	23.502129150909408	5801910	171	2018-05-06T07:47:14.031Z
ud_476-20180501T1640		*		-131.74429718555524	23.511173441874853	5801910	172	2018-05-06T08:21:23.782Z
ud_476-20180501T1640		*		-131.7431583005199	23.52021539046436	5801910	173	2018-05-06T08:55:33.619Z
ud_476-20180501T1640		*		-131.74193941418142	23.52989249330552	5801910	174	2018-05-06T09:32:00.105Z
ud_476-20180501T1640		*		-131.74017646332024	23.54295686962806	5801910	175	2018-05-06T10:30:39.251Z
ud_476-20180501T1640		*		-131.73872391745115	23.55274762371463	5801910	176	2018-05-06T11:06:50.328Z
ud_476-20180501T1640		*		-131.73727602473048	23.562507013673876	5801910	177	2018-05-06T11:43:00.301Z
ud_476-20180501T1640		*		-131.735849813486	23.572120261603313	5801910	178	2018-05-06T12:18:40.001Z
ud_476-20180501T1640		*		-131.73442646219632	23.581714232266012	5801910	179	2018-05-06T12:54:19.844Z
ud_476-20180501T1640		*		-131.73298603932543	23.591423272379043	5801910	180	2018-05-06T13:30:14.778Z
ud_476-20180501T1640		*		-131.73156384755748	23.60100942739117	5801910	181	2018-05-06T14:05:39.673Z
ud_476-20180501T1640		*		-131.73011886795575	23.610749181735574	5801910	182	2018-05-06T14:41:34.584Z
ud_476-20180501T1640		*		-131.72795513943268	23.62209742758568	5801910	183	2018-05-06T15:38:16.699Z
ud_476-20180501T1640		*		-131.7263001317055	23.630727704014795	5801910	184	2018-05-06T16:13:42.405Z
ud_476-20180501T1640		*		-131.72467160264185	23.639219903634785	5801910	185	2018-05-06T16:48:23.389Z
ud_476-20180501T1640		*		-131.72308411837494	23.647498069243547	5801910	186	2018-05-06T17:22:35.142Z
ud_476-20180501T1640		*		-131.72151888035208	23.655660228605505	5801910	187	2018-05-06T17:56:16.513Z
ud_476-20180501T1640		*		-131.71993208669002	23.663934792955963	5801910	188	2018-05-06T18:30:11.500Z
ud_476-20180501T1640		*		-131.71835108151782	23.672179172391456	5801910	189	2018-05-06T19:04:05.588Z
ud_476-20180501T1640		*		-131.71672125662167	23.680678129316817	5801910	190	2018-05-06T19:38:45.480Z
ud_476-20180501T1640		*		-131.71609651283254	23.691337678941398	5801910	191	2018-05-06T20:36:00.007Z
ud_476-20180501T1640		*		-131.71545849849835	23.699978852080235	5801910	192	2018-05-06T21:11:11.635Z
ud_476-20180501T1640		*		-131.71483327192627	23.708447848928312	5801910	193	2018-05-06T21:45:52.205Z
ud_476-20180501T1640		*		-131.7142155522191	23.716815161651628	5801910	194	2018-05-06T22:20:16.425Z
ud_476-20180501T1640		*		-131.7136012512233	23.725136166273646	5801910	195	2018-05-06T22:54:25.478Z
ud_476-20180501T1640		*		-131.71298544618506	23.7334775438803	5801910	196	2018-05-06T23:28:34.401Z
ud_476-20180501T1640		*		-131.71237178574017	23.741789871930127	5801910	197	2018-05-07T00:02:42.609Z
ud_476-20180501T1640		*		-131.71171675165735	23.750662625951787	5801910	198	2018-05-07T00:38:51.788Z
ud_476-20180501T1640		*		-131.71167399539203	23.7620322575368	5801910	199	2018-05-07T01:36:08.518Z
ud_476-20180501T1640		*		-131.70999407669342	23.770846357340613	5801910	200	2018-05-07T02:12:20.621Z
ud_476-20180501T1640		*		-131.70836228138063	23.77940801154124	5801910	201	2018-05-07T02:47:31.558Z
ud_476-20180501T1640		*		-131.70672800958175	23.78798265929528	5801910	202	2018-05-07T03:22:42.373Z
ud_476-20180501T1640		*		-131.70508929356694	23.79658062482587	5801910	203	2018-05-07T03:58:07.666Z
ud_476-20180501T1640		*		-131.7034883509827	23.80498040186575	5801910	204	2018-05-07T04:32:46.180Z
ud_476-20180501T1640		*		-131.7018828960537	23.813403854139814	5801910	205	2018-05-07T05:07:23.922Z
ud_476-20180501T1640		*		-131.70022954041448	23.822078630408857	5801910	206	2018-05-07T05:42:47.190Z
ud_476-20180501T1640		*		-131.69771080632734	23.831467350479567	5801910	207	2018-05-07T06:32:06.502Z
ud_476-20180501T1640		*		-131.69550025431639	23.83893410393865	5801910	208	2018-05-07T07:08:15.582Z
ud_476-20180501T1640		*		-131.69249001923347	23.847792509129626	5801910	209	2018-05-07T08:07:59.765Z
ud_476-20180501T1640		*		-131.69118838073373	23.85516273954612	5801910	210	2018-05-07T08:43:25.040Z
ud_476-20180501T1640		*		-131.68990815144062	23.862411745224705	5801910	211	2018-05-07T09:18:20.075Z
ud_476-20180501T1640		*		-131.6885901547701	23.869874600043175	5801910	212	2018-05-07T09:53:30.840Z
ud_476-20180501T1640		*		-131.68732854767563	23.877018161779013	5801910	213	2018-05-07T10:28:57.632Z
ud_476-20180501T1640		*		-131.68605630095752	23.884221967951465	5801910	214	2018-05-07T11:04:40.168Z
ud_476-20180501T1640		*		-131.68033855112657	23.89227019440428	5801910	215	2018-05-07T12:02:47.242Z
ud_476-20180501T1640		*		-131.6725504831851	23.897449423465083	5801910	216	2018-05-07T12:39:15.167Z
ud_476-20180501T1640		*		-131.66501255572268	23.902462303843713	5801910	217	2018-05-07T13:14:41.829Z
ud_476-20180501T1640		*		-131.6574488562668	23.907492323140367	5801910	218	2018-05-07T13:50:22.589Z
ud_476-20180501T1640		*		-131.6495974585901	23.91271366780764	5801910	219	2018-05-07T14:27:19.243Z
ud_476-20180501T1640		*		-131.64178157466523	23.91791139508281	5801910	220	2018-05-07T15:04:00.123Z
ud_476-20180501T1640		*		-131.6342436767067	23.92292425584068	5801910	221	2018-05-07T15:39:24.726Z
ud_476-20180501T1640		*		-131.62673711961367	23.927916274263648	5801910	222	2018-05-07T16:15:19.172Z
ud_476-20180501T1640		*		-131.61570805375516	23.93385487491756	5801910	223	2018-05-07T17:15:20.707Z
ud_476-20180501T1640		*		-131.60701020670888	23.938240671998905	5801910	224	2018-05-07T17:52:19.068Z
ud_476-20180501T1640		*		-131.59867390956484	23.942444161378432	5801910	225	2018-05-07T18:28:01.134Z
ud_476-20180501T1640		*		-131.59044241000726	23.946594807687	5801910	226	2018-05-07T19:03:12.029Z
